"","0","1","2","3"
"273",0.78307544491555,0.100887325699329,0.0697189541693798,0.0463182752157411
"274",0.808373364593184,0.0889711811912407,0.0631406723558073,0.0395147818597685
"275",0.863354145800991,0.0630302706213975,0.0479405779892208,0.0256750055883912
"277",0.835114371676944,0.0763585893820777,0.0559127578006141,0.0326142811403641
"278",0.78703742598995,0.0990223814339029,0.0687045471718725,0.0452356454042743
"279",0.808660506731472,0.0888358265133912,0.0630646000034315,0.0394390667517057
"280",0.839394509256936,0.0743387850493504,0.0547278725393271,0.0315388331543869
"281",0.849071825360796,0.069771458804332,0.0520187364033644,0.0291379794315074
"283",0.831260019026988,0.0781772774033727,0.0569729586099841,0.0335897449596553
"285",0.838458366860081,0.0747805689728147,0.0549877153484348,0.0317733488186695
"291",0.834445142112569,0.0766743810856302,0.0560972999375203,0.0327831768642804
"293",0.775230444651814,0.104578469834805,0.0717107151995835,0.0484803703137974
"294",0.807509905556097,0.0893781912071771,0.0633692329284531,0.0397426703082727
"297",0.806136521063421,0.0900255274326281,0.0637321712550254,0.0401057802489259
"302",0.785122119914678,0.0999239998056114,0.069195651707559,0.0457582285721518
"305",0.753938097775902,0.114585075921461,0.077006769113679,0.054470057188958
"307",0.745753653093647,0.118426484562554,0.0790009037162909,0.0568189586275084
"308",0.848716870819584,0.0699389937528033,0.0521188585948382,0.0292252768327747
"309",0.779138725389724,0.102739856570167,0.0707212227451143,0.0474001952949952
"310",0.831907501817558,0.0778717744812983,0.0567953046473465,0.0334254190537968
"312",0.790752502501917,0.0972731968618922,0.0677481019429014,0.0442261986932895
"325",0.840511924307412,0.0738114439153547,0.0544172065298155,0.0312594252474179
"326",0.841868855262364,0.0731710530077916,0.0540392030600169,0.0309208886698273
"327",0.824672402053612,0.0812851651729109,0.0587703415670189,0.0352720912064581
"328",0.758024839592853,0.112665868202806,0.0760024925149659,0.053306799689375
"329",0.840295157244581,0.073913743598749,0.0544775158703424,0.0313135832863279
"330",0.763455037459579,0.110114684451769,0.0746591676794179,0.0517711104092341
"331",0.835082554275814,0.0763736032943463,0.0559215359476291,0.0326223064822106
"332",0.78547487751271,0.0997579503756971,0.0691053022193912,0.0456618698922014
"333",0.83536872858738,0.0762385636691807,0.0558425671078676,0.0325501406355718
"334",0.840140173547721,0.0739868853646832,0.0545206229278893,0.0313523181597069
"335",0.789094571876527,0.0980538610087214,0.0681755673986133,0.0446759997161385
"336",0.795175632893893,0.095190079892283,0.066602662965201,0.0430316242486233
"337",0.813630782295052,0.0864926008796738,0.0617426650476608,0.0381339517776138
"338",0.804171690635154,0.0909515547698355,0.0642501304918359,0.0406266241031743
"339",0.831519257118524,0.0780549613476588,0.0569018513422571,0.0335239301915603
"340",0.829991549694043,0.0787757642529757,0.0573204777274412,0.0339122083255398
"341",0.78402186930109,0.100441881429385,0.0694771587836239,0.0460590904859006
"342",0.847051094041628,0.070725216132997,0.0525879490187862,0.0296357408065886
"343",0.848687259500052,0.0699529699726999,0.0521272084412577,0.0292325620859901
"344",0.756567740014836,0.113350228687773,0.076361217768305,0.0537208135290855
"345",0.867109031490381,0.0612581073735051,0.0468518328356343,0.0247810283004796
"347",0.815101735248824,0.0857990156051473,0.061349551846092,0.0377496972999366
"348",0.818773009444499,0.0840677314866944,0.0603645978541093,0.0367946612146973
"349",0.831939822384354,0.0778565244604358,0.056786431944943,0.033417221210267
"350",0.809018958267652,0.0886668547995696,0.0629695902122889,0.039344596720489
"351",0.793316033749819,0.0960659484368224,0.0670851285943647,0.0435328892189944
"353",0.82825524607623,0.0795949452288006,0.0577950597931345,0.0343547489018351
"354",0.764924601493993,0.109424058990781,0.0742938654615497,0.0513574740536769
"355",0.761852087398731,0.11086789710836,0.0750567692657705,0.0522232462271394
"356",0.862127903304243,0.0636090318622051,0.0482946012953177,0.0259684635382341
"358",0.845881901606358,0.0712770495503249,0.0529164387644555,0.0299246100788616
"359",0.864893858276286,0.0623035716546802,0.0474949911490423,0.025307578919992
"361",0.876105868224456,0.0570125721081246,0.0442136058987106,0.0226679537687084
"362",0.807149230616204,0.0895481976575491,0.0634646183146379,0.0398379534116092
"364",0.827332130798726,0.0800304483029964,0.0580468551425459,0.0345905657557314
"365",0.855654716722327,0.0666643432164665,0.05015121807045,0.0275297219907569
"367",0.81534599337005,0.0856838381949971,0.0612841896285012,0.0376859788064514
"368",0.863109652896421,0.0631456655315287,0.0480112242136831,0.0257334573583675
"369",0.766387604111965,0.108736432753337,0.0739294448224139,0.0509465183122843
"370",0.84122243457809,0.0734761272125641,0.0542193804335985,0.0310820577757472
"375",0.854770384804248,0.067081749594737,0.0504032869579623,0.0277445786430529
"376",0.861854120311958,0.0637382529561508,0.0483735421114118,0.0260340846204788
"377",0.84681186978395,0.0708381253900605,0.0526552109943313,0.029694793831658
"380",0.846002163445305,0.0712202889308825,0.0528826794808316,0.0298948681429812
"381",0.805010455796712,0.0905562557146453,0.0640292027452597,0.0404040857433825
"382",0.78307544491555,0.100887325699329,0.0697189541693798,0.0463182752157412
"383",0.829828362637838,0.078852757170546,0.0573651359070112,0.0339537442846054
"384",0.834795969694891,0.07650883552611,0.0560005823612766,0.0326946124177228
"385",0.841037338819956,0.0735634813397761,0.0542709379749229,0.0311282418653452
"386",0.783233397235249,0.100812985917968,0.0696786227613951,0.0462749940853875
"388",0.804281254173784,0.0908999199431622,0.0642212873410229,0.0405975385420308
"389",0.751985514296703,0.115501794889471,0.0774845801876319,0.0550281106261947
"390",0.781650005022109,0.101558166580693,0.0700825136274718,0.0467093147697262
"391",0.852958970460985,0.0679367399782408,0.050918449248973,0.0281858403118015
"393",0.852785457366063,0.0680186382658606,0.0509677145067913,0.0282281898612854
"395",0.840975600289155,0.0735926181670721,0.0542881315516291,0.0311436499921438
"408",0.846152379865202,0.0711493903706329,0.05284050223616,0.0298577275280052
"409",0.840728446358924,0.0737092594355227,0.0543569444982669,0.0312053497072861
"410",0.783943118805064,0.10047894729345,0.0694972906799074,0.0460806432215788
"412",0.85749404825362,0.0657961771169582,0.0496257367400452,0.0270840378893765
"414",0.840109161795266,0.0740015207763173,0.0545292472345977,0.0313600701938191
"426",0.848539129538514,0.070022885644419,0.0521689722801002,0.0292690125369668
"427",0.831195158442486,0.0782078803621265,0.0569907449398485,0.0336062162555393
"431",0.849071825360796,0.069771458804332,0.0520187364033644,0.0291379794315074
"432",0.841099057376295,0.0735343539057975,0.0542537482628123,0.031112840455095
"433",0.833869736541712,0.0769458952933751,0.0562558147219762,0.0329285534429369
"437",0.789055897335652,0.0980720705280734,0.0681855267069151,0.0446865054293599
"438",0.776767548387925,0.103855418920682,0.0713222083003521,0.0480548243910407
"439",0.825006674928388,0.0811274797637091,0.0586795767227086,0.0351862685851943
"447",0.750065928714149,0.116402861609886,0.0779530514476181,0.0555781582283465
"448",0.850396646143588,0.0691461527222143,0.0516445277669089,0.0288126733672892
"449",0.825507115255434,0.0808914051696826,0.0585436054836953,0.0350578740911881
"450",0.754975074282278,0.114098159493403,0.0767524843447972,0.0541742818795217
"453",0.790637154716724,0.0973275130574699,0.0677778752142981,0.0442574570115082
"465",0.860809471091488,0.0642313137076534,0.0486744093130401,0.0262848058878183
"473",0.848361212128099,0.0701068605334161,0.0522191210185439,0.029312806319941
"481",0.77077834204566,0.106672245126282,0.0728312381543762,0.0497181746736821
"482",0.844038119891796,0.0721472577108683,0.053433192595627,0.0303814298017087
"490",0.812927068854277,0.0868243996378559,0.0619304267494582,0.0383181047584093
"491",0.769872014383524,0.107098390881398,0.0730584845048134,0.0499711102302648
"498",0.779738584003344,0.10245761115763,0.0705688645740841,0.0472349402649418
"499",0.821233226644947,0.0829074002633957,0.0597014874646346,0.0361578856270222
"500",0.85229289241506,0.0682511289786619,0.0511074902781895,0.028348488328089
"501",0.84877607878927,0.069911048226,0.0521021618235285,0.0292107111612015
"503",0.822655894107658,0.0822363639766487,0.0593168977536195,0.0357908441620737
"506",0.849367083450039,0.0696320996024618,0.0519354083932696,0.0290654085542295
"508",0.854798983551771,0.0670682509287771,0.0503951410431918,0.0277376244762597
"509",0.750721486206057,0.116095156367766,0.0777932046126348,0.0553901528135423
"511",0.770036994462387,0.107020821285538,0.07301714015475,0.0499250440973248
"512",0.806317666941539,0.0899401481619609,0.0636843427997748,0.040057842096725
"513",0.782046659153427,0.101371500027196,0.0699814209652856,0.0466004198540914
"514",0.808660506731472,0.0888358265133912,0.0630646000034315,0.0394390667517057
"515",0.85726875572459,0.0659025151393669,0.0496901884154297,0.0271385407206137
"517",0.825806821693303,0.080750021495233,0.0584621242202354,0.0349810325912285
"523",0.802596021601776,0.0916940972059388,0.0646644196199837,0.0410454615723012
"526",0.812185903552013,0.0871738447621662,0.0621279676365274,0.0385122840492937
"527",0.834540883209151,0.0766292037353725,0.0560709109337347,0.0327590021217424
"528",0.796872112076285,0.0943909517634313,0.066161381079135,0.0425755550811487
"547",0.741345946803266,0.120494028953816,0.0800654778228228,0.0580945464200947
"548",0.764379529117521,0.109680227134844,0.0744294467056509,0.0515107970419832
"549",0.737067982474684,0.122499859818723,0.0810925101054985,0.0593396476010945
"551",0.86840193046674,0.0606479367212605,0.0464752956900315,0.0244748371219677
"552",0.729064510328365,0.126250153070222,0.0829976736689406,0.061687662932473
"553",0.730539851280435,0.125559066445678,0.0826480657157602,0.061253016558127
"556",0.744379008838199,0.119071390210044,0.0793336147765684,0.0572159861751883
"562",0.751375850842904,0.115787992415378,0.0776335031051108,0.0552026536366069
"565",0.822622127541785,0.0822522912456463,0.059326035539124,0.0357995456734445
"567",0.76904582601581,0.107486828923601,0.0732653844758043,0.0502019605847853
"569",0.768258959154233,0.107856755538046,0.0734622135290324,0.0504220717786889
"574",0.808373364593184,0.0889711811912407,0.0631406723558073,0.0395147818597685
"575",0.767262254343295,0.108325298372356,0.0737112192635342,0.0507012280208151
"579",0.795440240959467,0.0950654415438656,0.0665339056551421,0.0429604118415258
"581",0.773277749452357,0.105496890932531,0.0722030456967852,0.0490223139183261
"582",0.797022386276388,0.0943201609334556,0.0661222398135778,0.0425352129765784
"586",0.772378627696884,0.1059197324664,0.0724292833030402,0.049272356533676
"587",0.756996938422033,0.113148654910869,0.0762556286912974,0.0535987779758012
"588",0.859591397136342,0.0648062345854321,0.0490245465922127,0.0265778216860131
"589",0.78343071673755,0.100720116915,0.0696282265823516,0.0462209397650987
"591",0.785631519019406,0.0996842150538906,0.0690651680189082,0.045619097907795
"595",0.777854985150852,0.103343839608719,0.0710468437975575,0.0477543314428715
"596",0.758879076986697,0.112264615002299,0.075791846847405,0.0530644611635989
"597",0.803988978445888,0.0910376622106089,0.064298220046551,0.0406751392969521
"599",0.791021459669527,0.0971465458401668,0.067678660172134,0.0441533343181727
"603",0.788901145516928,0.0981449333954417,0.0682253722117757,0.0447285488758545
"604",0.808768097733608,0.0887851091445246,0.0630360876528147,0.0394107054690524
"605",0.756095006346562,0.11357223997154,0.0764774439521566,0.0538553097297414
"607",0.791673547706665,0.0968394705165236,0.0675101863144814,0.04397679546233
"609",0.79593096054743,0.0948342924425218,0.0664063242605748,0.0428284227494734
"610",0.822284176399787,0.0824116974441284,0.059417464716002,0.0358866614400829
"612",0.782086295009112,0.10135284698775,0.0699713160881243,0.0465895419150133
"614",0.82051845340493,0.0832445263758874,0.0598943979548181,0.0363426222643642
"615",0.847468979936601,0.0705279813090935,0.0524703903317126,0.0295326484225929
"616",0.777412428318459,0.103552043370749,0.071158960868782,0.0478765674420096
"618",0.777130462644435,0.103684692350024,0.0712303571459574,0.047954487859584
"619",0.757982071704041,0.112685956384699,0.0760130320026555,0.0533189399086052
"620",0.767428586319817,0.108247109719669,0.0736696889884289,0.0506546149720852
"621",0.839612292778266,0.0742360075056535,0.0546673673507432,0.0314843323653376
"622",0.805083259108319,0.0905219436079506,0.0640100137319846,0.0403847835517458
"623",0.817048605751072,0.0848809534906427,0.0608279115133902,0.037242529244895
"625",0.782798821481151,0.101017515660534,0.0697895650376843,0.0463940978206307
"626",0.823565630745027,0.081807244748526,0.0590705306366136,0.0355565938698332
"627",0.818635537976804,0.0841325647038331,0.0604015780747554,0.0368303192446071
"630",0.874224208476283,0.057900417103648,0.0447689081483745,0.023106466271695
"632",0.80270627115623,0.0916421436533643,0.0646354630120106,0.0410161221783951
"634",0.860947312111208,0.0641662542612737,0.0486347408207447,0.0262516928067736
"635",0.782363595528318,0.101222345034314,0.0699006043206509,0.0465134551167173
"637",0.816389902700415,0.0851915790756526,0.0610045741591481,0.0374139440647844
"638",0.856449515428426,0.0662891970407771,0.0499243503888951,0.0273369371419022
"639",0.832424019122432,0.0776280610939159,0.0566534557287616,0.0332944640548905
"640",0.789403775056217,0.0979082740985305,0.0680959227340059,0.0445920281112468
"641",0.815380866396125,0.0856673940726055,0.0612748558288036,0.0376768837024655
"642",0.851595126217387,0.0685804739499525,0.0513053010212424,0.028519098811418
"643",0.789751218229851,0.0977446784712751,0.0680063858851238,0.0444977174137497
"644",0.845731463385523,0.0713480525571209,0.0529586597258917,0.0299618243314643
"645",0.85333431949201,0.0677595748734824,0.0508118284560003,0.0280942771785071
"647",0.838176642630233,0.0749135184178181,0.0550658372070882,0.0318440017448608
"648",0.851216004045975,0.0687594188068992,0.0514126831904844,0.0286118939566416
"649",0.831454478227145,0.0780855259968814,0.0569196224504892,0.0335403733254845
"650",0.869788039409663,0.0599937961595732,0.0460706586450396,0.024147505785724
"651",0.78641343762293,0.0993161331829523,0.0688646924646309,0.045405736729487
"652",0.857634701524081,0.0657297888528707,0.0495854862276995,0.0270500233953491
"654",0.838427084274944,0.0747953316848803,0.0549963917045271,0.0317811923356484
"655",0.799303477996725,0.0932455103594929,0.0655270403758399,0.0419239712679421
"656",0.839332240272537,0.0743681712712736,0.0547451684129734,0.031554420043216
"658",0.82910881789087,0.0791922392297697,0.057561913500509,0.0341370293788515
"659",0.799452363777333,0.0931753633242109,0.0654881230948212,0.0418841498036349
"663",0.843916573071031,0.0722046232697059,0.0534672042161879,0.0304115994430758
"665",0.786764600212958,0.0991508197534146,0.0687745849694706,0.045309995064157
"666",0.805374259972191,0.090384793916829,0.0639332930826723,0.0403076530283072
"667",0.800899528005144,0.0924935047613527,0.0651094070168231,0.0414975602166798
"670",0.805991508881178,0.0900938752531671,0.0637704500077982,0.0401441658578565
"671",0.791558585916286,0.0968936082196241,0.0675398994278954,0.0440079064361943
"673",0.828057774975487,0.0796881083644142,0.0578489535888543,0.0344051630712448
"675",0.763286669711664,0.110193803852041,0.0747009722377514,0.0518185541985435
"676",0.870203979603374,0.0597975075472692,0.0459490424102805,0.0240494704390764
"679",0.822993274395971,0.0820772247525124,0.0592255712503334,0.0357039296011834
"680",0.764673142095419,0.109542239039593,0.0743564263349496,0.0514281925300381
"682",0.766304180798284,0.108775644812327,0.073950244956112,0.0509699294332767
"683",0.755793840250448,0.113713672598016,0.0765514485906516,0.0539410385608842
"684",0.754759290201912,0.114199485514709,0.0768054286785632,0.0542357956048152
"685",0.760962933372219,0.111285658567413,0.0752769335284366,0.0524744745319308
"687",0.789326506451471,0.0979446559519112,0.0681158289310527,0.0446130086655655
"688",0.774743431372348,0.104807542268671,0.0718336326224895,0.0486153937364915
"689",0.843825360915958,0.0722476719308946,0.0534927231110662,0.0304342440420813
"690",0.791596911873061,0.0968755598395674,0.067529994219479,0.0439975340678927
"692",0.7633708642897,0.110154239262781,0.0746800685346879,0.0517948279128308
"693",0.780616189102734,0.102044658015842,0.0703457270378371,0.0469934258435865
"695",0.844341640174129,0.0720040070263909,0.0533482314199818,0.0303061213794982
"696",0.775392610464092,0.104502191329834,0.0716697673023629,0.0484354309037104
"698",0.826106110088691,0.080608833525432,0.0583807191301964,0.0349043372556809
"699",0.822554578840564,0.0822841530650398,0.0593443139101295,0.0358169541842662
"700",0.760198925350101,0.111644595681423,0.075465891462647,0.0526905875058282
"701",0.768300421480046,0.107837263608989,0.0734518474699388,0.0504104674410263
"702",0.797585153047733,0.0940550482751577,0.0659755823196644,0.0423842163574444
"704",0.761386634082872,0.111086590370544,0.0751720547914554,0.0523547207551287
"705",0.760241415655196,0.11162463401713,0.0754553878726552,0.0526785624550188
"706",0.833260578806952,0.0772333314027633,0.0564234718134265,0.0330826179768583
"707",0.827629286111376,0.0798902592104124,0.0579658401753493,0.0345146145028618
"709",0.762021182735365,0.11078844549702,0.0750148683710261,0.0521755033965894
"710",0.821267206227746,0.0828913733937972,0.0596923114760391,0.0361491089024171
"711",0.826039637671879,0.08064019172159,0.0583988025646789,0.0349213680418516
"712",0.760071422383267,0.111704495290648,0.0754974064072672,0.0527266759188185
"713",0.776727197709777,0.103874400891175,0.0713324178638545,0.0480659835351943
"714",0.785122119914678,0.0999239998056114,0.069195651707559,0.0457582285721518
"715",0.788668856815215,0.0982543020657619,0.0682851652671627,0.0447916758518608
"716",0.737701383736577,0.12220292770391,0.080940830139972,0.0591548584195413
"718",0.752333426357682,0.11533846551988,0.0773995387783028,0.0549285693441356
"719",0.74646116429775,0.118094527107971,0.0788294139548648,0.0566148946394147
"721",0.744556666820328,0.118988047882794,0.0792906511797927,0.0571646341170855
"722",0.751245073379744,0.115849381877196,0.0776654317419836,0.0552401130010766
"723",0.782640632729819,0.101091964403142,0.069829931746555,0.0464374711204844
"727",0.737701383736577,0.12220292770391,0.080940830139972,0.0591548584195413
"729",0.82477273820282,0.0812378341439547,0.0587431022617766,0.0352463253914491
"730",0.791405228487244,0.0969658265301823,0.0675795286309061,0.0440494163516679
"732",0.74500044304748,0.118779858819752,0.0791832850446643,0.0570364130881036
"733",0.729802841112967,0.12590431381998,0.082822802468861,0.0614700425981919
"734",0.828222347071707,0.0796104664000276,0.0578040397291698,0.0343631467990959
"736",0.855853767700615,0.0665703908110714,0.0500944292932647,0.0274814121950488
"737",0.781530903986274,0.101614214818339,0.0701128569719236,0.0467420242234633
"739",0.791673547706665,0.0968394705165236,0.0675101863144814,0.0439767954623299
"740",0.799489571884052,0.0931578327532117,0.065478395939277,0.0418741994234595
"741",0.85726875572459,0.0659025151393669,0.0496901884154297,0.0271385407206137
"742",0.81260971096472,0.0869740292789135,0.0620150381236881,0.0384012216326786
"743",0.77829689164593,0.103135934900861,0.0709348211424588,0.0476323523107498
"745",0.853708853732685,0.0675827942013587,0.0507053727176222,0.0280029793483342
"746",0.844584099936686,0.0718895742641617,0.053280332311239,0.0302459934879136
"747",0.765008378444349,0.109384685227016,0.0742730175921986,0.0513339187364365
"748",0.841530528248514,0.0733307247709021,0.0541335285122378,0.031005218468346
"749",0.765092133968671,0.109345321257498,0.0742521726031636,0.0513103721706676
"750",0.811513323303038,0.0874909424981669,0.0623070395672089,0.0386886946315859
"751",0.778055932360568,0.10324930039212,0.07099591269015,0.047698854557162
"752",0.832133638704683,0.077765074559638,0.0567332157328989,0.0333680710027796
"754",0.784061236490259,0.100423352213015,0.0694670940456709,0.0460483172510554
"756",0.848657643290162,0.0699669484971694,0.0521355592614904,0.0292398489511784
"757",0.870799862921355,0.0595163046583118,0.0457746562366163,0.0239091761837169
"758",0.809341112480912,0.0885149907581969,0.0628841581005349,0.0392597386603562
"759",0.82417002299197,0.0815221471004147,0.0589066646786836,0.0354011652289322
"760",0.796721752360869,0.0944617822263377,0.0662005360546663,0.0426159293581274
